NCT_id,intervention_type,name,_name,_idx,DHT_searched_text
NCT03538808,"DRUG;
 OTHER","Varenicline;
 Placebo",no matches,0,"Varenicline;
 Placebo"
NCT03539354,"DEVICE;
 PROCEDURE;
 DRUG","Temporary spinal cord stimulation;
 Coronary artery bypass grafting;
 B-blockers",no matches,0,"Temporary spinal cord stimulation;
 Coronary artery bypass grafting;
 B-blockers"
NCT03555149,"DRUG;
 GENETIC","Regorafenib;
 Atezolizumab;
 Imprime PGG;
 Bevacizumab;
 Isatuximab;
 Selicrelumab;
 Idasanutlin;
 AB928;
 LOAd703",no matches,0,"Regorafenib;
 Atezolizumab;
 Imprime PGG;
 Bevacizumab;
 Isatuximab;
 Selicrelumab;
 Idasanutlin;
 AB928;
 LOAd703"
NCT03556410,BEHAVIORAL,"sleep;
 exercise",no matches,0,"sleep;
 exercise"
NCT03558698,OTHER,"Good ventilation;
 Ventilation CO2;
 Poor Ventilation",no matches,0,"Good ventilation;
 Ventilation CO2;
 Poor Ventilation"
NCT03590158,BEHAVIORAL,TRF,no matches,0,TRF
NCT03640416,DEVICE,Fitbit® Charge HR smart watch,"['fitbit', 'smart watch']",1,Fitbit® Charge HR smart watch
NCT03649828,DIETARY_SUPPLEMENT,"probiotic milk fermented with kefir grains;
 curd",no matches,0,"probiotic milk fermented with kefir grains;
 curd"
NCT03692195,"DEVICE;
 OTHER","WHOOP Strap 2.0;
 No Device",['whoop'],1,"WHOOP Strap 2.0;
 No Device"
NCT03698890,DEVICE,Network-based home blood pressure monitor,no matches,0,Network-based home blood pressure monitor
NCT03701594,OTHER,"Yoga-based physical therapy group;
 Seated Rest;
 Conventional Physical Therapy",no matches,0,"Yoga-based physical therapy group;
 Seated Rest;
 Conventional Physical Therapy"
NCT03712319,BEHAVIORAL,"REM Volver a casa;
 Mindfulness-Based Stress Reduction program",no matches,0,"REM Volver a casa;
 Mindfulness-Based Stress Reduction program"
NCT03731507,DEVICE,Assessment of Range of Motion with Kinect Controller,['kinect'],1,Assessment of Range of Motion with Kinect Controller
NCT03740477,DIAGNOSTIC_TEST,ECG,no matches,0,ECG
NCT03750448,OTHER,"Telerehabilitation;
 No intervention;
 Unsupervised rehabilitation",no matches,0,"Telerehabilitation;
 No intervention;
 Unsupervised rehabilitation"
NCT03755063,OTHER,Speech therapy apps,no matches,0,Speech therapy apps
NCT03764280,OTHER,Multiple Daily Injections: Slow acting insulin and Rapid acting insulin,no matches,0,Multiple Daily Injections: Slow acting insulin and Rapid acting insulin
NCT03783390,BEHAVIORAL,"Exercise Intervention;
 Newsletter",no matches,0,"Exercise Intervention;
 Newsletter"
NCT03783481,"DEVICE;
 OTHER","Mobile community;
 No Mobile community",no matches,0,"Mobile community;
 No Mobile community"
NCT03804411,DRUG,"Automatic system guided treatment;
 Standard treatment",no matches,0,"Automatic system guided treatment;
 Standard treatment"
NCT03805243,DEVICE,"test of sensors for somnonaute device;
 test of sensors for uronaute device;
 test of sensors for toconaute device;
 test of sensors for neuronaute device;
 test of sensors for cardioskin device","['neuronaute', 'cardioskin']",1,"test of sensors for somnonaute device;
 test of sensors for uronaute device;
 test of sensors for toconaute device;
 test of sensors for neuronaute device;
 test of sensors for cardioskin device"
NCT03809130,OTHER,"Internet-Based Intervention;
 Quality-of-Life Assessment;
 Questionnaire Administration",no matches,0,"Internet-Based Intervention;
 Quality-of-Life Assessment;
 Questionnaire Administration"
NCT03820401,"DEVICE;
 OTHER","choice of dialyzer;
 choice of dialysis mode;
 choice of anticoagulation strategy;
 preparation of dialyzer",no matches,0,"choice of dialyzer;
 choice of dialysis mode;
 choice of anticoagulation strategy;
 preparation of dialyzer"
NCT03835910,"BEHAVIORAL;
 PROCEDURE","Social Incentives and Gamification to Promote Exercise;
 Corticosteroid Injection given in A-B order;
 No Social Incentive applied;
 Corticosteroid Injection given in B-A order",no matches,0,"Social Incentives and Gamification to Promote Exercise;
 Corticosteroid Injection given in A-B order;
 No Social Incentive applied;
 Corticosteroid Injection given in B-A order"
NCT03836547,BEHAVIORAL,"Coaching and Weight Loss for patients with dyspnea;
 Active Control",no matches,0,"Coaching and Weight Loss for patients with dyspnea;
 Active Control"
NCT03843320,DEVICE,"SAPIEN 3;
 SAPIEN XT;
 INSPIRIS RESILIA;
 EDWARDS INTUITY;
 Carpentier-Edwards PERIMOUNT Magna-Ease",no matches,0,"SAPIEN 3;
 SAPIEN XT;
 INSPIRIS RESILIA;
 EDWARDS INTUITY;
 Carpentier-Edwards PERIMOUNT Magna-Ease"
NCT03862222,"OTHER;
 DIAGNOSTIC_TEST;
 GENETIC","Retinal Imaging;
 Pupillometry;
 Contrast Sensitivity;
 Neuropsychological Evaluation;
 APOE genotyping;
 blood draw;
 Gait Assessment;
 Actigraphy",no matches,0,"Retinal Imaging;
 Pupillometry;
 Contrast Sensitivity;
 Neuropsychological Evaluation;
 APOE genotyping;
 blood draw;
 Gait Assessment;
 Actigraphy"
NCT03865433,OTHER,"Aerobic Exercise;
 Placebo/Stretching",no matches,0,"Aerobic Exercise;
 Placebo/Stretching"
NCT03869112,"BEHAVIORAL;
 OTHER","Physical activity intervention;
 Pulmonary rehabilitation group",no matches,0,"Physical activity intervention;
 Pulmonary rehabilitation group"
NCT03869138,BEHAVIORAL,Virtual-reality based dance training,no matches,0,Virtual-reality based dance training
NCT03883126,BEHAVIORAL,Contingency management,no matches,0,Contingency management
NCT03884946,OTHER,Getting Off App,no matches,0,Getting Off App
NCT03901534,DEVICE,"Continuous positive airway pressure (CPAP) therapy;
 Nox A1 Recorder",['nox a1'],1,"Continuous positive airway pressure (CPAP) therapy;
 Nox A1 Recorder"
NCT03920761,DEVICE,"EarlySense Insight system;
 Advanced Neonatal Epidermal System",['earlysense'],1,"EarlySense Insight system;
 Advanced Neonatal Epidermal System"
NCT03930511,PROCEDURE,Pulmonary Rehabilitation,no matches,0,Pulmonary Rehabilitation
NCT03933124,DEVICE,Virtual Reality,no matches,0,Virtual Reality
NCT03948490,"DEVICE;
 BEHAVIORAL","ReMind iPad app;
 Healthy SMS texting;
 In-person cognitive rehabilitation;
 Telehealth cognitive rehabilitation",['ipad'],1,"ReMind iPad app;
 Healthy SMS texting;
 In-person cognitive rehabilitation;
 Telehealth cognitive rehabilitation"
NCT03950427,"BEHAVIORAL;
 DRUG","Videogame-based physical activity;
 sedentary videogame;
 Bupropion;
 Counseling",no matches,0,"Videogame-based physical activity;
 sedentary videogame;
 Bupropion;
 Counseling"
NCT03973229,"DRUG;
 OTHER","Estradiol patch;
 Placebo patch",no matches,0,"Estradiol patch;
 Placebo patch"
NCT03978507,BEHAVIORAL,"Intelligent cueing;
 Feedback about the number of steps",no matches,0,"Intelligent cueing;
 Feedback about the number of steps"
NCT03993886,"DEVICE;
 OTHER","CorBand;
 Activity Monitor;
 Bioimpedance spectrometer;
 ECG;
 respiratory rate sensor",['corband'],1,"CorBand;
 Activity Monitor;
 Bioimpedance spectrometer;
 ECG;
 respiratory rate sensor"
NCT04000958,DRUG,"PIRF measured by InCheck DIAL;
 Regular treament",no matches,0,"PIRF measured by InCheck DIAL;
 Regular treament"
NCT04003701,BEHAVIORAL,"Usual care;
 Robot-assisted puncture procedure",no matches,0,"Usual care;
 Robot-assisted puncture procedure"
NCT04006743,BEHAVIORAL,"The swaddling group;
 The expressed breast milk group;
 The facilitated tucking group;
 The swaddling and expressed breast milk group;
 The facilitated tucking and expressed breast milk group",no matches,0,"The swaddling group;
 The expressed breast milk group;
 The facilitated tucking group;
 The swaddling and expressed breast milk group;
 The facilitated tucking and expressed breast milk group"
NCT04008199,OTHER,Super Abbu,no matches,0,Super Abbu
NCT04049162,DIETARY_SUPPLEMENT,"Blueberry Plus Exercise (BB-EX);
 Blueberry Placebo Plus Exercise (P-EX)",no matches,0,"Blueberry Plus Exercise (BB-EX);
 Blueberry Placebo Plus Exercise (P-EX)"
NCT04053712,"DRUG;
 DEVICE","Glucagon;
 Closed-loop system",no matches,0,"Glucagon;
 Closed-loop system"
NCT04060056,OTHER,"Standardized breakfast;
 Standardized snack;
 Standardized lunch",no matches,0,"Standardized breakfast;
 Standardized snack;
 Standardized lunch"
NCT04067830,"OTHER;
 PROCEDURE;
 DEVICE","Best Practice;
 Laparoscopic Surgery;
 Quality-of-Life Assessment;
 Questionnaire Administration;
 Respiratory Muscle Training Device;
 Video-Assisted Thoracic Surgery",no matches,0,"Best Practice;
 Laparoscopic Surgery;
 Quality-of-Life Assessment;
 Questionnaire Administration;
 Respiratory Muscle Training Device;
 Video-Assisted Thoracic Surgery"
NCT04082715,DRUG,"carbidopa/levodopa and celecoxib;
 placebo1 and celecoxib;
 placebo1 and placebo2",no matches,0,"carbidopa/levodopa and celecoxib;
 placebo1 and celecoxib;
 placebo1 and placebo2"
NCT04086576,DEVICE,"Alcohoot;
 BACtrack Mobile Pro;
 DRIVESAFE Evoc;
 BACtrack Vio;
 Drinkmate;
 Floome;
 Intoxilyzer 240",no matches,0,"Alcohoot;
 BACtrack Mobile Pro;
 DRIVESAFE Evoc;
 BACtrack Vio;
 Drinkmate;
 Floome;
 Intoxilyzer 240"
NCT04090242,DEVICE,BD Diabetes Care Application (for mobile devices) PLUS use of BD Nano Pen Needle,no matches,0,BD Diabetes Care Application (for mobile devices) PLUS use of BD Nano Pen Needle
NCT04091165,OTHER,My Plate Calorie Tracker,['tracker'],1,My Plate Calorie Tracker
NCT04094831,OTHER,Health education,no matches,0,Health education
NCT04096989,OTHER,"Traditional Chinese medicine regimen-based lifestyle mobile health APP;
 Lifestyle mobile health APP",no matches,0,"Traditional Chinese medicine regimen-based lifestyle mobile health APP;
 Lifestyle mobile health APP"
NCT04101422,BEHAVIORAL,"Augmented Reality 1;
 Augmented Reality 2;
 Augmented Reality 3;
 Augmented Reality 4",no matches,0,"Augmented Reality 1;
 Augmented Reality 2;
 Augmented Reality 3;
 Augmented Reality 4"
NCT04111419,DRUG,"Amlodipine/Atorvastatin 5 Mg-20 Mg ORAL TABLET;
 Amlodipine/Atorvastatin 5 Mg-10 Mg ORAL TABLET;
 Allisartan Isoproxil",no matches,0,"Amlodipine/Atorvastatin 5 Mg-20 Mg ORAL TABLET;
 Amlodipine/Atorvastatin 5 Mg-10 Mg ORAL TABLET;
 Allisartan Isoproxil"
NCT04125914,"BEHAVIORAL;
 OTHER","Behavioral Dietary Intervention;
 E-mail;
 Exercise Intervention;
 Health Promotion and Education;
 Internet-Based Intervention;
 Questionnaire Administration;
 Telephone-Based Intervention",no matches,0,"Behavioral Dietary Intervention;
 E-mail;
 Exercise Intervention;
 Health Promotion and Education;
 Internet-Based Intervention;
 Questionnaire Administration;
 Telephone-Based Intervention"
NCT04136379,DIAGNOSTIC_TEST,INR monitoring using a CoaguChek POC device,['coaguchek'],1,INR monitoring using a CoaguChek POC device
NCT04139590,DEVICE,"Panda;
 Visual Analogue Scale - Original",no matches,0,"Panda;
 Visual Analogue Scale - Original"
NCT04141124,OTHER,"breathing exercise/HRV-biofeedback;
 Relaxing Breathing;
 Control",no matches,0,"breathing exercise/HRV-biofeedback;
 Relaxing Breathing;
 Control"
NCT04154904,OTHER,Exercise,no matches,0,Exercise
NCT04160741,"OTHER;
 RADIATION","Radiation and warm environment;
 Warm environment;
 Neutral environment with radiation;
 Neutral environment without radiation",no matches,0,"Radiation and warm environment;
 Warm environment;
 Neutral environment with radiation;
 Neutral environment without radiation"
NCT04171245,"OTHER;
 DEVICE","Laughie laughter prescription;
 Sleep tracking equipment",no matches,0,"Laughie laughter prescription;
 Sleep tracking equipment"
NCT04173026,OTHER,"Provider-level intervention;
 Patient-level intervention",no matches,0,"Provider-level intervention;
 Patient-level intervention"
NCT04183907,BEHAVIORAL,Transform,no matches,0,Transform
NCT04186832,"DEVICE;
 OTHER","FitBit;
 Pedometer;
 Quality-of-Life Assessment;
 Questionnaire Administration",['fitbit'],1,"FitBit;
 Pedometer;
 Quality-of-Life Assessment;
 Questionnaire Administration"
NCT04194697,BEHAVIORAL,"Exercise;
 No exercise",no matches,0,"Exercise;
 No exercise"
NCT04228289,"DRUG;
 OTHER","Oxytocin;
 Placebo",no matches,0,"Oxytocin;
 Placebo"
NCT04230421,DEVICE,"The Monsenso system with feedback;
 The Monsenso system without feedback;
 CAG Bipola and mood monitoring only",['monsenso'],1,"The Monsenso system with feedback;
 The Monsenso system without feedback;
 CAG Bipola and mood monitoring only"
NCT04241939,BEHAVIORAL,"Numberless BDS;
 Digital Scale;
 Modified Motivational Interviewing",no matches,0,"Numberless BDS;
 Digital Scale;
 Modified Motivational Interviewing"
NCT04253431,DEVICE,"Droplet lancing device (HTL-Strefa S.A.);
 Microlet 2 lancing device (Bayer);
 OneTouch Delicia lancing device (LifeScan);
 ReliOn lancing device (ReliOn);
 Accu-Chek Softclix lancing device (Roche);
 BGStar lancing device (Sanofi Aventis);
 Ultra-Fine 33G lancets (BD);
 Droplet 33G lancets (HTL-Strefa S.A.);
 OneTouch Delicia Extra Fine 33G lancets (LifeScan);
 HaemoFine 33G lancets (HTL-Strefa S.A.);
 Softclix 28 G lancets (Roche);
 ReliOn Ultra-Thin Plus 33G lancets (ReliOn);
 GlucoJect Dual S lancing device (Menarini);
 Microlet 28G lancets (Bayer);
 BGStar Ultra-Thin 33G lancets (Sanofi Aventis)","['onetouch', 'accu-chek', 'bgstar', 'relion']",1,"Droplet lancing device (HTL-Strefa S.A.);
 Microlet 2 lancing device (Bayer);
 OneTouch Delicia lancing device (LifeScan);
 ReliOn lancing device (ReliOn);
 Accu-Chek Softclix lancing device (Roche);
 BGStar lancing device (Sanofi Aventis);
 Ultra-Fine 33G lancets (BD);
 Droplet 33G lancets (HTL-Strefa S.A.);
 OneTouch Delicia Extra Fine 33G lancets (LifeScan);
 HaemoFine 33G lancets (HTL-Strefa S.A.);
 Softclix 28 G lancets (Roche);
 ReliOn Ultra-Thin Plus 33G lancets (ReliOn);
 GlucoJect Dual S lancing device (Menarini);
 Microlet 28G lancets (Bayer);
 BGStar Ultra-Thin 33G lancets (Sanofi Aventis)"
NCT04275999,"DRUG;
 BEHAVIORAL;
 DEVICE","ivermectin;
 digital interaction;
 GPSkin",['gpskin'],1,"ivermectin;
 digital interaction;
 GPSkin"
NCT04280562,DEVICE,"Sana Pain Reliever;
 Sham SPR",no matches,0,"Sana Pain Reliever;
 Sham SPR"
NCT04289844,OTHER,"Elastic-explosive and resistance strength;
 Elastic-explosive strength",no matches,0,"Elastic-explosive and resistance strength;
 Elastic-explosive strength"
NCT04293952,OTHER,"Balance, Resistance, Aerobic, Cognition Exercises (BRACE);
 Balance Resistance Exercise (BRE)",no matches,0,"Balance, Resistance, Aerobic, Cognition Exercises (BRACE);
 Balance Resistance Exercise (BRE)"
NCT04301284,DRUG,"CAD-1883;
 Placebos",no matches,0,"CAD-1883;
 Placebos"
NCT04323423,BEHAVIORAL,interrupting sedentary behaviour with light physical activity,no matches,0,interrupting sedentary behaviour with light physical activity
NCT04330560,"DEVICE;
 PROCEDURE","Exercise telemonitoring connects to healthcare platform;
 Exercise self-monitoring;
 Exercise teleconsultation;
 Other CR components;
 Standard care",no matches,0,"Exercise telemonitoring connects to healthcare platform;
 Exercise self-monitoring;
 Exercise teleconsultation;
 Other CR components;
 Standard care"
NCT04332172,"OTHER;
 BEHAVIORAL","General information;
 Baseline brief intervention;
 Remote online booster sessions;
 SMS",no matches,0,"General information;
 Baseline brief intervention;
 Remote online booster sessions;
 SMS"
NCT04338152,BEHAVIORAL,"Family Focused Therapy for Clinical High Risk Youth (FFT-CHR);
 Enhanced Care (EC)",no matches,0,"Family Focused Therapy for Clinical High Risk Youth (FFT-CHR);
 Enhanced Care (EC)"
NCT04342494,"BEHAVIORAL;
 DEVICE","Enhanced Feedback + Standard Feedback;
 Headspace app + Standard Feedback;
 Headspace app + Enhanced Feedback + Standard Feedback;
 SilverCloud + Standard Feedback;
 SilverCloud app +Enhanced Feedback +Standard Feedback",['silvercloud'],1,"Enhanced Feedback + Standard Feedback;
 Headspace app + Standard Feedback;
 Headspace app + Enhanced Feedback + Standard Feedback;
 SilverCloud + Standard Feedback;
 SilverCloud app +Enhanced Feedback +Standard Feedback"
NCT04352374,"OTHER;
 DEVICE","Aerobic exercise;
 Device guided breathing",no matches,0,"Aerobic exercise;
 Device guided breathing"
NCT04365842,"BEHAVIORAL;
 OTHER","Digital exercise group;
 General Home Hand Therapy",no matches,0,"Digital exercise group;
 General Home Hand Therapy"
NCT04366037,OTHER,"Routine training;
 Routine training + proprioceptive exercise in warm-up;
 Routine training + proprioceptive exercise in cool-down",no matches,0,"Routine training;
 Routine training + proprioceptive exercise in warm-up;
 Routine training + proprioceptive exercise in cool-down"
NCT04430153,OTHER,"""Class 1 Medical Device"" CE certified devices: ActiGraph wGT3X-BT accelerometer","['actigraph', 'wgt3x-bt']",1,"""Class 1 Medical Device"" CE certified devices: ActiGraph wGT3X-BT accelerometer"
NCT04451356,"DEVICE;
 DIAGNOSTIC_TEST","Bioimpedance Spectroscopy;
 Arterial Stiffness;
 Echocardiography;
 Lung ultrasonography",no matches,0,"Bioimpedance Spectroscopy;
 Arterial Stiffness;
 Echocardiography;
 Lung ultrasonography"
NCT04464993,BEHAVIORAL,"Device-based feedback, self-monitoring, and education: CORE;
 Sedentary Screen Time lockout: LOCKOUT;
 Context-based prompts: TEXT;
 Earn sedentary screen time through moderate-vigorous physical activity: EARN",no matches,0,"Device-based feedback, self-monitoring, and education: CORE;
 Sedentary Screen Time lockout: LOCKOUT;
 Context-based prompts: TEXT;
 Earn sedentary screen time through moderate-vigorous physical activity: EARN"
NCT04474509,BEHAVIORAL,"FACT Module Engagement;
 FACT Module Openness;
 FACT Module Awareness",no matches,0,"FACT Module Engagement;
 FACT Module Openness;
 FACT Module Awareness"
NCT04480255,OTHER,"Group 1: Standard of Care;
 Group 2: NICU2HOME+ app",no matches,0,"Group 1: Standard of Care;
 Group 2: NICU2HOME+ app"
NCT04487470,OTHER,"Flavored filtered cigars;
 Unflavored filtered cigars",no matches,0,"Flavored filtered cigars;
 Unflavored filtered cigars"
NCT04506476,DEVICE,"Fitness tracker based activity training for Arm A and B. Booklet ""physical training, exercise and cancer"" and an introduction about physical activity during cancer therapy for Arm A, B, C",['fitness tracker'],1,"Fitness tracker based activity training for Arm A and B. Booklet ""physical training, exercise and cancer"" and an introduction about physical activity during cancer therapy for Arm A, B, C"
NCT04514172,"DEVICE;
 OTHER","Passive industrial exoskeleton for back support;
 The protocol will be performed without exoskeleton",no matches,0,"Passive industrial exoskeleton for back support;
 The protocol will be performed without exoskeleton"
NCT04524871,DRUG,"Atezolizumab;
 Bevacizumab 15 mg/kg;
 Tiragolumab;
 Tocilizumab;
 TPST-1120;
 Tobemstomig 2100 mg;
 Bevacizumab 10 mg/kg;
 Tobemstomig 600 mg;
 Tobemstomig 1200 mg;
 ADG126;
 IO-108 1800 mg;
 NKT2152;
 IO-108 1200 mg",no matches,0,"Atezolizumab;
 Bevacizumab 15 mg/kg;
 Tiragolumab;
 Tocilizumab;
 TPST-1120;
 Tobemstomig 2100 mg;
 Bevacizumab 10 mg/kg;
 Tobemstomig 600 mg;
 Tobemstomig 1200 mg;
 ADG126;
 IO-108 1800 mg;
 NKT2152;
 IO-108 1200 mg"
NCT04525222,"OTHER;
 BEHAVIORAL","Health Promotion and Education;
 Smoking Cessation Intervention (Actify app);
 Smoking Cessation Intervention (Current Standard Care app);
 Survey Administration",no matches,0,"Health Promotion and Education;
 Smoking Cessation Intervention (Actify app);
 Smoking Cessation Intervention (Current Standard Care app);
 Survey Administration"
NCT04537858,DEVICE,"Virtual reality therapy first;
 Conventional therapy first",no matches,0,"Virtual reality therapy first;
 Conventional therapy first"
NCT04545034,OTHER,water aerobic exercise,no matches,0,water aerobic exercise
NCT04556305,BEHAVIORAL,"Mind;
 Move",no matches,0,"Mind;
 Move"
NCT04557748,OTHER,"Observational;
 Observational Controls;
 Central Sensitization;
 Physical Activity and Sleep Tracker;
 Physical Activity and Sleep Tracker Controls;
 Organ-Based;
 Qualitative Assessment of Patients with Urinary Urgency",['sleep tracker'],1,"Observational;
 Observational Controls;
 Central Sensitization;
 Physical Activity and Sleep Tracker;
 Physical Activity and Sleep Tracker Controls;
 Organ-Based;
 Qualitative Assessment of Patients with Urinary Urgency"
NCT04562987,BEHAVIORAL,"Physical Activity;
 Attentional Control",no matches,0,"Physical Activity;
 Attentional Control"
NCT04573972,BEHAVIORAL,"Social Incentive;
 Standard Incentive",no matches,0,"Social Incentive;
 Standard Incentive"
NCT04581031,"DEVICE;
 OTHER","Continuous vital sign monitoring - Isansys Patient Status Engine;
 Machine Learning/AI Algorithm",['patient status engine'],1,"Continuous vital sign monitoring - Isansys Patient Status Engine;
 Machine Learning/AI Algorithm"
NCT04607460,DEVICE,"JOGO Digital Therapeutics EMG Biofeedback for Lower Back Pain;
 JOGO Digital Therapeutics EMG Biofeedback for Persistent Post Mastectomy Pain;
 JOGO Digital Therapeutics EMG Biofeedback for Migraine",no matches,0,"JOGO Digital Therapeutics EMG Biofeedback for Lower Back Pain;
 JOGO Digital Therapeutics EMG Biofeedback for Persistent Post Mastectomy Pain;
 JOGO Digital Therapeutics EMG Biofeedback for Migraine"
NCT04608097,BEHAVIORAL,"Simple cognitive task intervention;
 Attention Placebo",no matches,0,"Simple cognitive task intervention;
 Attention Placebo"
NCT04653220,OTHER,"Control 1;
 Control 2;
 Standard Crokao;
 Low sugar variant 1;
 Low sugar variant 2;
 Low sugar variant 3;
 Low sugar variant 4;
 Low sugar variant 5",no matches,0,"Control 1;
 Control 2;
 Standard Crokao;
 Low sugar variant 1;
 Low sugar variant 2;
 Low sugar variant 3;
 Low sugar variant 4;
 Low sugar variant 5"
NCT04682223,BEHAVIORAL,"Semantically-focused therapy tasks;
 Phonologically-focused therapy tasks",no matches,0,"Semantically-focused therapy tasks;
 Phonologically-focused therapy tasks"
NCT04717895,DIAGNOSTIC_TEST,"Rocking environment forward (B) followed by a translation environment;
 Translation environment followed by a rocking environment",no matches,0,"Rocking environment forward (B) followed by a translation environment;
 Translation environment followed by a rocking environment"
NCT04732572,"BEHAVIORAL;
 OTHER;
 PROCEDURE","Sleep and healthy lifestyle education;
 Other supportive care;
 Adenotonsillectomy",no matches,0,"Sleep and healthy lifestyle education;
 Other supportive care;
 Adenotonsillectomy"
NCT04735328,BEHAVIORAL,"LOCI;
 CT-PTSD;
 EMDR",no matches,0,"LOCI;
 CT-PTSD;
 EMDR"
NCT04740554,BEHAVIORAL,"Duchenne Muscular Dystrophy group with Deflazacort;
 Duchenne Muscular Dystrophy group with Prednisone/Predisolone;
 Duchenne Muscular Dystrophy group without Corticosteroids therapy;
 Control Group Typically Developing",no matches,0,"Duchenne Muscular Dystrophy group with Deflazacort;
 Duchenne Muscular Dystrophy group with Prednisone/Predisolone;
 Duchenne Muscular Dystrophy group without Corticosteroids therapy;
 Control Group Typically Developing"
NCT04743050,"DRUG;
 DIAGNOSTIC_TEST","Fatty Acids, Unsaturated;
 Diagnostic Tests",no matches,0,"Fatty Acids, Unsaturated;
 Diagnostic Tests"
NCT04763746,DEVICE,"Lifelight Data Collect Sub-protocol 1;
 Lifelight Data Collect Sub-protocol 2;
 Lifelight Data Collect Sub-protocol 3;
 Lifelight Data Collect Sub-protocol 4",['lifelight'],1,"Lifelight Data Collect Sub-protocol 1;
 Lifelight Data Collect Sub-protocol 2;
 Lifelight Data Collect Sub-protocol 3;
 Lifelight Data Collect Sub-protocol 4"
NCT04784585,BEHAVIORAL,"Enhanced Education;
 Self-Efficacy;
 Motivation;
 Self-Regulation;
 Generic Risk Alert (Active Comparator);
 Online Behavioral Obesity Treatment",no matches,0,"Enhanced Education;
 Self-Efficacy;
 Motivation;
 Self-Regulation;
 Generic Risk Alert (Active Comparator);
 Online Behavioral Obesity Treatment"
NCT04802291,BEHAVIORAL,HomeStyles-2: Obesity Prevention Program for Families with Children in Middle Childhood,no matches,0,HomeStyles-2: Obesity Prevention Program for Families with Children in Middle Childhood
NCT04835857,DEVICE,"ViTrack;
 Oscillometric BP Device;
 Auscultatory cuff",['vitrack'],1,"ViTrack;
 Oscillometric BP Device;
 Auscultatory cuff"
NCT04841239,OTHER,Herbal topical formulation,no matches,0,Herbal topical formulation
NCT04845347,DEVICE,"Bright Light Therapy;
 Dim Light Therapy",no matches,0,"Bright Light Therapy;
 Dim Light Therapy"
NCT04853810,OTHER,CUTADIAB questionnaire,no matches,0,CUTADIAB questionnaire
NCT04854915,BEHAVIORAL,"LOOP + mHealth technology assisted exercise counselling;
 LOOP Only",['mhealth'],1,"LOOP + mHealth technology assisted exercise counselling;
 LOOP Only"
NCT04857788,OTHER,Pandah Application smartphone only,['smartphone'],1,Pandah Application smartphone only
NCT04870957,"BEHAVIORAL;
 DEVICE;
 DRUG","PainGuide;
 MBSR;
 PT and exercise;
 Self -administered acupressure;
 Duloxetine;
 Pro-Diary monitor",['pro-diary'],1,"PainGuide;
 MBSR;
 PT and exercise;
 Self -administered acupressure;
 Duloxetine;
 Pro-Diary monitor"
