NCT_id,intervention_type,name,_name,_idx,DHT_searched_text
NCT04874415,BEHAVIORAL,"1RLD;
 1RLW;
 1RGD;
 1RGW;
 2RLD;
 2RLW;
 2RGD;
 2RGW;
 1FLD;
 1FLW;
 1FGD;
 1FGW;
 2FLD;
 2FLW;
 2FGD;
 2FGW",no matches,0,"1RLD;
 1RLW;
 1RGD;
 1RGW;
 2RLD;
 2RLW;
 2RGD;
 2RGW;
 1FLD;
 1FLW;
 1FGD;
 1FGW;
 2FLD;
 2FLW;
 2FGD;
 2FGW"
NCT04877444,"DEVICE;
 BEHAVIORAL","Duck Duck Punch;
 Aerobic exercise;
 Lower extremity stretching",no matches,0,"Duck Duck Punch;
 Aerobic exercise;
 Lower extremity stretching"
NCT04896502,"BEHAVIORAL;
 OTHER","Standard of Care Education;
 Interactive Video (IAV) Telemedicine",no matches,0,"Standard of Care Education;
 Interactive Video (IAV) Telemedicine"
NCT04914702,DEVICE,"Everion®;
 CORE®",['everion'],1,"Everion®;
 CORE®"
NCT04919759,BEHAVIORAL,"R-Basic;
 R-Enhanced",no matches,0,"R-Basic;
 R-Enhanced"
NCT04922216,BEHAVIORAL,"Core;
 Standard Diet Monitoring;
 Simplified Diet Monitoring;
 Adaptive Activity Goals (Daily);
 Adaptive Activity Goals (Weekly);
 Message Decision Points (Fixed);
 Message Decision Points (Adaptive);
 Message Decision Rules (Standard);
 Message Decision Rules (Adaptive);
 Message Choice (No);
 Message Choice (Yes)",no matches,0,"Core;
 Standard Diet Monitoring;
 Simplified Diet Monitoring;
 Adaptive Activity Goals (Daily);
 Adaptive Activity Goals (Weekly);
 Message Decision Points (Fixed);
 Message Decision Points (Adaptive);
 Message Decision Rules (Standard);
 Message Decision Rules (Adaptive);
 Message Choice (No);
 Message Choice (Yes)"
NCT04946747,"DEVICE;
 OTHER","Modern microelectrical mechanical systems (MEMS) head-impact sensors;
 Virtual Reality (VR) Goggle Use with consistent timing of Conditioned Stimulus and Unconditioned Stimulus;
 Virtual Reality (VR) Goggle Use with inconsistent timing of Conditioned Stimulus and Unconditioned Stimulus",no matches,0,"Modern microelectrical mechanical systems (MEMS) head-impact sensors;
 Virtual Reality (VR) Goggle Use with consistent timing of Conditioned Stimulus and Unconditioned Stimulus;
 Virtual Reality (VR) Goggle Use with inconsistent timing of Conditioned Stimulus and Unconditioned Stimulus"
NCT04953637,OTHER,Physiotherapy,no matches,0,Physiotherapy
NCT04958174,DEVICE,web-application,no matches,0,web-application
NCT04958200,BEHAVIORAL,"mhealth-pc for alcohol and pain;
 Treatment As Usual",['mhealth'],1,"mhealth-pc for alcohol and pain;
 Treatment As Usual"
NCT04979702,BEHAVIORAL,"Active Control;
 mHealth technology assisted exercise counselling",['mhealth'],1,"Active Control;
 mHealth technology assisted exercise counselling"
NCT04988464,BEHAVIORAL,"Sleep Scholar;
 Building Healthy Habits",no matches,0,"Sleep Scholar;
 Building Healthy Habits"
NCT04995263,"BEHAVIORAL;
 OTHER;
 DEVICE","Sueña component 1: Sleep Hygiene Promotion;
 Sueña component 2: Periodic Anxiety and Pain Screening;
 Sueña component 3: Hypnotics and Caffeine Regulation;
 Sueña component 4: Sleep Masks and Ear Plugs;
 Sueña component 5: Personalized Psychoeducation;
 Sueña component 6: Sleep Reports",no matches,0,"Sueña component 1: Sleep Hygiene Promotion;
 Sueña component 2: Periodic Anxiety and Pain Screening;
 Sueña component 3: Hypnotics and Caffeine Regulation;
 Sueña component 4: Sleep Masks and Ear Plugs;
 Sueña component 5: Personalized Psychoeducation;
 Sueña component 6: Sleep Reports"
NCT05012176,"BEHAVIORAL;
 OTHER","Behavioral Intervention;
 Quality-of-Life Assessment;
 Questionnaire Administration",no matches,0,"Behavioral Intervention;
 Quality-of-Life Assessment;
 Questionnaire Administration"
NCT05040841,BEHAVIORAL,"M1/OTR: Immediate outreach to subject due to unsuppressed viral load test result;
 M2/PRM: Immediate outreach to subject after a missed pharmacy refill;
 M3/EAM: Immediate outreach to subject after EAM-identified missed doses;
 S1/Text: Weekly check-in texts;
 S2/Peer: Enhanced peer group support",no matches,0,"M1/OTR: Immediate outreach to subject due to unsuppressed viral load test result;
 M2/PRM: Immediate outreach to subject after a missed pharmacy refill;
 M3/EAM: Immediate outreach to subject after EAM-identified missed doses;
 S1/Text: Weekly check-in texts;
 S2/Peer: Enhanced peer group support"
NCT05044104,DEVICE,Consumer-facing wearable smart watch,"['wearable', 'smart watch']",1,Consumer-facing wearable smart watch
NCT05044507,DEVICE,BQ 2.0,no matches,0,BQ 2.0
NCT05051345,"OTHER;
 BEHAVIORAL","Informational Intervention;
 Media Intervention;
 Questionnaire Administration;
 Smoking Cessation Intervention;
 Survey Administration;
 Telephone-Based Intervention;
 Tobacco Cessation Counseling",no matches,0,"Informational Intervention;
 Media Intervention;
 Questionnaire Administration;
 Smoking Cessation Intervention;
 Survey Administration;
 Telephone-Based Intervention;
 Tobacco Cessation Counseling"
NCT05069155,BEHAVIORAL,Gamification,no matches,0,Gamification
NCT05075213,BEHAVIORAL,"contingency management (deposit contract);
 leaderboard and social feed;
 smoking cessation resource list",no matches,0,"contingency management (deposit contract);
 leaderboard and social feed;
 smoking cessation resource list"
NCT05080881,DIAGNOSTIC_TEST,"phonocardiographic measurement: InnoVital Systems;
 phonocardiographic measurement: ThinkLabs StethOne;
 physiological measurements: BIOPAC;
 physiological measurements: Masimo Radical-7;
 physiological measurements: CoVa Monitoring System 2;
 Thoracic impedance",['cova'],1,"phonocardiographic measurement: InnoVital Systems;
 phonocardiographic measurement: ThinkLabs StethOne;
 physiological measurements: BIOPAC;
 physiological measurements: Masimo Radical-7;
 physiological measurements: CoVa Monitoring System 2;
 Thoracic impedance"
NCT05085210,"DEVICE;
 BEHAVIORAL","transcranial random noise stimulation (tRNS);
 Computer Based Visual Training;
 Sham stimulation;
 Virtual Reality Based Visual Training",no matches,0,"transcranial random noise stimulation (tRNS);
 Computer Based Visual Training;
 Sham stimulation;
 Virtual Reality Based Visual Training"
NCT05086731,OTHER,"Best Practice;
 Informational Intervention;
 Medical Device Usage and Evaluation;
 Quality-of-Life Assessment;
 Survey Administration",no matches,0,"Best Practice;
 Informational Intervention;
 Medical Device Usage and Evaluation;
 Quality-of-Life Assessment;
 Survey Administration"
NCT05094063,OTHER,patient education by mobile application,no matches,0,patient education by mobile application
NCT05106985,DEVICE,ApplTree reminder app,no matches,0,ApplTree reminder app
NCT05118477,DEVICE,"Ambulatory monitoring system;
 Active alerting system",no matches,0,"Ambulatory monitoring system;
 Active alerting system"
NCT05131360,BEHAVIORAL,"Introduction Only;
 Purpose Only;
 Connection Only;
 Connection and Purpose;
 Awareness Only;
 Awareness and Purpose;
 Awareness, Purpose, and Connection;
 Awareness and Connection",no matches,0,"Introduction Only;
 Purpose Only;
 Connection Only;
 Connection and Purpose;
 Awareness Only;
 Awareness and Purpose;
 Awareness, Purpose, and Connection;
 Awareness and Connection"
NCT05142085,"DIETARY_SUPPLEMENT;
 OTHER","nano-PSO;
 placebo",no matches,0,"nano-PSO;
 placebo"
NCT05150574,BEHAVIORAL,"Core Health Program;
 Daily resting HRV;
 Momentary HRV feedback;
 Behavioural initiation coaching;
 Practice with feedback coaching",no matches,0,"Core Health Program;
 Daily resting HRV;
 Momentary HRV feedback;
 Behavioural initiation coaching;
 Practice with feedback coaching"
NCT05177172,OTHER,"High beta glucans;
 Low beta glucans;
 Low beta glucans + low polar lipids;
 Polar lipids;
 Control",['polar'],1,"High beta glucans;
 Low beta glucans;
 Low beta glucans + low polar lipids;
 Polar lipids;
 Control"
NCT05178459,DIAGNOSTIC_TEST,Neuropathy measurement,no matches,0,Neuropathy measurement
NCT05185440,BEHAVIORAL,"GIFTSS Training;
 Learning Collaborative;
 Provider Scripts",no matches,0,"GIFTSS Training;
 Learning Collaborative;
 Provider Scripts"
NCT05196672,BEHAVIORAL,Virtual reality and eye mask,no matches,0,Virtual reality and eye mask
NCT05205252,DRUG,"Tazemetostat;
 Tafasitamab;
 Lenalidomide;
 Acalabrutinib;
 Daratumumab (Intravenously);
 Mosunetuzumab;
 Daratumumab (Subcutaneously);
 Hyaluronidase-Fihj;
 Pomalidomide;
 Dexamethasone 20mg",no matches,0,"Tazemetostat;
 Tafasitamab;
 Lenalidomide;
 Acalabrutinib;
 Daratumumab (Intravenously);
 Mosunetuzumab;
 Daratumumab (Subcutaneously);
 Hyaluronidase-Fihj;
 Pomalidomide;
 Dexamethasone 20mg"
NCT05233800,BEHAVIORAL,"Faster Asleep Smart Speaker Program;
 Faster Asleep Website",no matches,0,"Faster Asleep Smart Speaker Program;
 Faster Asleep Website"
NCT05235321,DEVICE,"Standard GAT;
 Fixed force GAT;
 Upright applanating prototype;
 Supine Applanating Prototype",no matches,0,"Standard GAT;
 Fixed force GAT;
 Upright applanating prototype;
 Supine Applanating Prototype"
NCT05248126,OTHER,"Standard patient education;
 Chatbot patient education",no matches,0,"Standard patient education;
 Chatbot patient education"
NCT05258292,"DEVICE;
 DRUG;
 OTHER","Continuous glucose monitoring;
 Insulin;
 Premenstrual symptoms;
 Ovulation kits;
 Fitbit Inspire 2;
 Keenoa;
 Menstrual cycle","['inspire 2', 'fitbit']",1,"Continuous glucose monitoring;
 Insulin;
 Premenstrual symptoms;
 Ovulation kits;
 Fitbit Inspire 2;
 Keenoa;
 Menstrual cycle"
NCT05258461,OTHER,"use of a smartphone app for adverse event management;
 conventional adverse event management",['smartphone'],1,"use of a smartphone app for adverse event management;
 conventional adverse event management"
NCT05274529,"BEHAVIORAL;
 OTHER","Psychological health and flexibility;
 Work ability;
 Sleep and recovery;
 Healthy lifestyle;
 No coaching",no matches,0,"Psychological health and flexibility;
 Work ability;
 Sleep and recovery;
 Healthy lifestyle;
 No coaching"
NCT05280145,"DEVICE;
 PROCEDURE","EchOpen ultra-portable ultrasound device;
 Ultrasound device routinely used in the department;
 Ultrasound examination by an independent referent radiologist",no matches,0,"EchOpen ultra-portable ultrasound device;
 Ultrasound device routinely used in the department;
 Ultrasound examination by an independent referent radiologist"
NCT05292287,DEVICE,Polar Ignite Wearable Activity Monitor,"['wearable', 'polar']",1,Polar Ignite Wearable Activity Monitor
NCT05295719,"DIETARY_SUPPLEMENT;
 BEHAVIORAL","Omega-3 polyunsaturated fatty acid;
 High-Intensity Interval Training;
 Safflower oil;
 Flexibility training",no matches,0,"Omega-3 polyunsaturated fatty acid;
 High-Intensity Interval Training;
 Safflower oil;
 Flexibility training"
NCT05296551,OTHER,"Motor Task;
 Cognitive-motor dual-task",no matches,0,"Motor Task;
 Cognitive-motor dual-task"
NCT05297383,"DIETARY_SUPPLEMENT;
 BEHAVIORAL","Omega-3 Polyunsaturated Fatty Acid.;
 Safflower Oil;
 High-Intensity Interval Training;
 Flexibility Training",no matches,0,"Omega-3 Polyunsaturated Fatty Acid.;
 Safflower Oil;
 High-Intensity Interval Training;
 Flexibility Training"
NCT05300620,DEVICE,"Custom Foot Orthotics EVA;
 Original Liner;
 Custom Foot Orthotics PU;
 Custom Hybrid Foot Orthotics",no matches,0,"Custom Foot Orthotics EVA;
 Original Liner;
 Custom Foot Orthotics PU;
 Custom Hybrid Foot Orthotics"
NCT05302102,OTHER,"Unilateral plyometric training;
 Bilateral plyometric training;
 Standard physical therapy",no matches,0,"Unilateral plyometric training;
 Bilateral plyometric training;
 Standard physical therapy"
NCT05307653,PROCEDURE,"Penile block;
 Erector spinea plain block;
 Caudal block",no matches,0,"Penile block;
 Erector spinea plain block;
 Caudal block"
NCT05343663,BEHAVIORAL,Education,no matches,0,Education
NCT05358132,DEVICE,Pneumowave Device placement and data capture,no matches,0,Pneumowave Device placement and data capture
NCT05372848,DIAGNOSTIC_TEST,"Manual toothbrush;
 Electric toothbrush",no matches,0,"Manual toothbrush;
 Electric toothbrush"
NCT05373992,BEHAVIORAL,"Screen Time Restriction (ST-Restricted);
 Aerobic Exercise (AE);
 Screen-time restricted plus aerobic exercise (STR+AE);
 Stretching Only",no matches,0,"Screen Time Restriction (ST-Restricted);
 Aerobic Exercise (AE);
 Screen-time restricted plus aerobic exercise (STR+AE);
 Stretching Only"
NCT05375162,BEHAVIORAL,"Core Intervention;
 E-Coach;
 General Mindfulness Training;
 MVPA-Specific Mindfulness Training;
 Buddy",no matches,0,"Core Intervention;
 E-Coach;
 General Mindfulness Training;
 MVPA-Specific Mindfulness Training;
 Buddy"
NCT05382039,DEVICE,Transcutaneous Electrical Nerve Stimulation,no matches,0,Transcutaneous Electrical Nerve Stimulation
NCT05389826,DEVICE,mHealth App,['mhealth'],1,mHealth App
NCT05409664,BEHAVIORAL,"Physical activity adoption;
 Self monitoring",no matches,0,"Physical activity adoption;
 Self monitoring"
NCT05423275,DEVICE,"Negative ion therapy;
 Light therapy",no matches,0,"Negative ion therapy;
 Light therapy"
NCT05425641,BEHAVIORAL,"Goal Setting;
 Action Planning;
 Self-Monitoring of Behavior;
 Feedback on Behavior",no matches,0,"Goal Setting;
 Action Planning;
 Self-Monitoring of Behavior;
 Feedback on Behavior"
NCT05431296,DEVICE,Dexcom ONE Continuous Glucose Monitoring System,['dexcom'],1,Dexcom ONE Continuous Glucose Monitoring System
NCT05440825,"DEVICE;
 OTHER","VRelax;
 Relaxation exercises",no matches,0,"VRelax;
 Relaxation exercises"
NCT05450614,"OTHER;
 BEHAVIORAL","Thrive app;
 TCCG",no matches,0,"Thrive app;
 TCCG"
NCT05450822,DRUG,"Levetiracetam;
 Levetiracetam Tablets;
 Lamotrigine tablet",no matches,0,"Levetiracetam;
 Levetiracetam Tablets;
 Lamotrigine tablet"
NCT05457790,BEHAVIORAL,"ACT Intervention;
 Waitlist",no matches,0,"ACT Intervention;
 Waitlist"
NCT05460143,OTHER,"Near-infrared Spectroscopy scan;
 Magnetic Resonance Imaging scan",no matches,0,"Near-infrared Spectroscopy scan;
 Magnetic Resonance Imaging scan"
NCT05478941,"COMBINATION_PRODUCT;
 BEHAVIORAL","Progressive Muscular Relaxation via Zoom, and Exposure to a Virtual Reality scenarios deployed by an Head mounted tool (Oculus Quest 2).;
 Progressive Muscular Relaxation via Audio-track, and Exposure to a Virtual Reality scenarios deployed by an Head mounted tool (Oculus Quest 2).;
 Progressive Muscular Relaxation via Zoom, and Exposure to a Guided Imagery Exposure.",['quest 2'],1,"Progressive Muscular Relaxation via Zoom, and Exposure to a Virtual Reality scenarios deployed by an Head mounted tool (Oculus Quest 2).;
 Progressive Muscular Relaxation via Audio-track, and Exposure to a Virtual Reality scenarios deployed by an Head mounted tool (Oculus Quest 2).;
 Progressive Muscular Relaxation via Zoom, and Exposure to a Guided Imagery Exposure."
NCT05492955,BEHAVIORAL,"Community Health Worker Care Model;
 Enhanced Community Health Worker-based with Mobile Health Blood Pressure Monitoring Model;
 Standard of Care Model",no matches,0,"Community Health Worker Care Model;
 Enhanced Community Health Worker-based with Mobile Health Blood Pressure Monitoring Model;
 Standard of Care Model"
NCT05511337,OTHER,"Caloric restriction and control oxalate and citrate foods;
 Caloric restriction;
 Real-life intervention with control oxalate and citrate foods",no matches,0,"Caloric restriction and control oxalate and citrate foods;
 Caloric restriction;
 Real-life intervention with control oxalate and citrate foods"
NCT05512858,BEHAVIORAL,sensory room,no matches,0,sensory room
NCT05531825,DEVICE,A device for detecting arteriovenous fistula vascular function,no matches,0,A device for detecting arteriovenous fistula vascular function
NCT05533359,BEHAVIORAL,"Text-Messaging (TM);
 Conversational Agent (CA);
 Patient Navigation (PN)",no matches,0,"Text-Messaging (TM);
 Conversational Agent (CA);
 Patient Navigation (PN)"
NCT05539040,"PROCEDURE;
 DIAGNOSTIC_TEST;
 OTHER","Right Atrial ganglionated plexus ablation;
 Holter Monitor;
 Pulmonary vein isolation;
 Right cavo-tricuspid and left roof linear ablation;
 Personal ECG recordings;
 Quality of life questionnaire",['holter monitor'],1,"Right Atrial ganglionated plexus ablation;
 Holter Monitor;
 Pulmonary vein isolation;
 Right cavo-tricuspid and left roof linear ablation;
 Personal ECG recordings;
 Quality of life questionnaire"
NCT05540860,DRUG,"Sevasemten Dose 1;
 Sevasemten Dose 2;
 Sevasemten Dose 3;
 Sevasemten Dose 4;
 Sevasemten Dose 5;
 Placebo",no matches,0,"Sevasemten Dose 1;
 Sevasemten Dose 2;
 Sevasemten Dose 3;
 Sevasemten Dose 4;
 Sevasemten Dose 5;
 Placebo"
NCT05549141,OTHER,"treadmill gait training with gait facilitators;
 treadmill gait training not-associated with gait facilitators",no matches,0,"treadmill gait training with gait facilitators;
 treadmill gait training not-associated with gait facilitators"
NCT05554601,BEHAVIORAL,"gamification with collaboration;
 gamification with competition",no matches,0,"gamification with collaboration;
 gamification with competition"
NCT05556746,DRUG,"Bedaquiline;
 Clofazimine;
 Pyrazinamide;
 Delamanid;
 Rifampin;
 Isoniazid;
 Ethambutol",no matches,0,"Bedaquiline;
 Clofazimine;
 Pyrazinamide;
 Delamanid;
 Rifampin;
 Isoniazid;
 Ethambutol"
NCT05562401,"DEVICE;
 DRUG","Coconut Water;
 Oral Electrolytes",no matches,0,"Coconut Water;
 Oral Electrolytes"
NCT05579392,DEVICE,"Bright Light Therapy;
 Placebo Retimer Device",no matches,0,"Bright Light Therapy;
 Placebo Retimer Device"
NCT05582889,BEHAVIORAL,Fitbit Intervention,['fitbit'],1,Fitbit Intervention
NCT05584410,"OTHER;
 BEHAVIORAL","Patient information;
 Smart phone application based exercises;
 Web based exercises;
 Group based information;
 Supervised rehabilitation;
 Self-monitoring;
 Motivational notifications;
 Home based rehabilitation",['smart phone'],1,"Patient information;
 Smart phone application based exercises;
 Web based exercises;
 Group based information;
 Supervised rehabilitation;
 Self-monitoring;
 Motivational notifications;
 Home based rehabilitation"
NCT05595629,BEHAVIORAL,"App-based remote blood pressure monitoring;
 text-message based remote blood pressure monitoring",no matches,0,"App-based remote blood pressure monitoring;
 text-message based remote blood pressure monitoring"
NCT05596227,"DRUG;
 OTHER","Propofol;
 Fentanyl;
 Rocuronium;
 Sevoflurane;
 Erector spinae plane block;
 Thoracolumbar interfascial plane block",no matches,0,"Propofol;
 Fentanyl;
 Rocuronium;
 Sevoflurane;
 Erector spinae plane block;
 Thoracolumbar interfascial plane block"
NCT05614570,"DEVICE;
 OTHER","SSVEP Device;
 SCAT5",no matches,0,"SSVEP Device;
 SCAT5"
NCT05627726,"DEVICE;
 OTHER","PelviSense-assisted pelvic floor muscle training group;
 Active comparator",no matches,0,"PelviSense-assisted pelvic floor muscle training group;
 Active comparator"
NCT05633784,OTHER,"Teleassistance;
 Teleconsultation;
 Telerehabilitation;
 Telemonitoring;
 mHealth;
 telepsycology;
 Quality of life;
 Biochemistry evaluation;
 Clinical evaluation;
 State of health of the patient",['mhealth'],1,"Teleassistance;
 Teleconsultation;
 Telerehabilitation;
 Telemonitoring;
 mHealth;
 telepsycology;
 Quality of life;
 Biochemistry evaluation;
 Clinical evaluation;
 State of health of the patient"
NCT05634421,OTHER,E-learning,no matches,0,E-learning
NCT05640661,DEVICE,Oculus Quest II,no matches,0,Oculus Quest II
NCT05648721,OTHER,"Datos mobile health application;
 Regular follow-up",no matches,0,"Datos mobile health application;
 Regular follow-up"
NCT05657938,"DEVICE;
 OTHER","Wearable Device;
 Duchenne Video Assessment (DVA)","['duchenne video assessment', 'wearable']",1,"Wearable Device;
 Duchenne Video Assessment (DVA)"
NCT05668000,OTHER,"Bluetooth-connected monitoring devices and a feedback system;
 Mobile application",no matches,0,"Bluetooth-connected monitoring devices and a feedback system;
 Mobile application"
NCT05672134,"DIAGNOSTIC_TEST;
 DRUG","Iohexol measurement;
 Geranylgeranylacetone (GGA);
 Echocardiography;
 6-minute walking distance test;
 EndoPAT;
 Para-amino Hippuric Acid test;
 Electrocardiogram",['endopat'],1,"Iohexol measurement;
 Geranylgeranylacetone (GGA);
 Echocardiography;
 6-minute walking distance test;
 EndoPAT;
 Para-amino Hippuric Acid test;
 Electrocardiogram"
NCT05699031,"DEVICE;
 OTHER","APP;
 PHYSICAL THERAPY",no matches,0,"APP;
 PHYSICAL THERAPY"
NCT05715268,"DEVICE;
 OTHER","WeB;
 Standard pelvic floor physical therapy",no matches,0,"WeB;
 Standard pelvic floor physical therapy"
NCT05722080,OTHER,"Eyesi simulator;
 Sleep deprivation",no matches,0,"Eyesi simulator;
 Sleep deprivation"
NCT05726461,DEVICE,"AndroidAPS-rt-CGM;;
 sensor augmented pump(SAP);",no matches,0,"AndroidAPS-rt-CGM;;
 sensor augmented pump(SAP);"
NCT05753644,"PROCEDURE;
 DRUG","stellate ganglion blocks;
 Ropivacaine;
 Sham treatment",no matches,0,"stellate ganglion blocks;
 Ropivacaine;
 Sham treatment"
NCT05774197,BEHAVIORAL,Cognitive Behavioral Therapy for pain,no matches,0,Cognitive Behavioral Therapy for pain
NCT05785832,DEVICE,"t:slim X2 insulin pump with Control-IQ technology 1.5 and Dexcom G6 CGM;
 Standard Therapy plus continuous glucose monitoring (CGM)","['t:slim', 'g6 cgm', 'dexcom']",1,"t:slim X2 insulin pump with Control-IQ technology 1.5 and Dexcom G6 CGM;
 Standard Therapy plus continuous glucose monitoring (CGM)"
NCT05791383,DEVICE,transcutaneous auricular neurostimulation,no matches,0,transcutaneous auricular neurostimulation
NCT05799066,DIAGNOSTIC_TEST,"Swinging Light test;
 Virtual Reality Head-Mounted Display (VR HMD)",no matches,0,"Swinging Light test;
 Virtual Reality Head-Mounted Display (VR HMD)"
NCT05799781,DEVICE,"MPC closed-loop system;
 t:slim X2 pump with Dexcom G6 CGM and Control IQ","['t:slim', 'g6 cgm', 'dexcom']",1,"MPC closed-loop system;
 t:slim X2 pump with Dexcom G6 CGM and Control IQ"
NCT05804344,DEVICE,"Anodal speech motor tDCS;
 Cathodal speech motor tDCS;
 Anodal IFG tDCS;
 Cathodal IFG tDCS;
 Sham tDCS",no matches,0,"Anodal speech motor tDCS;
 Cathodal speech motor tDCS;
 Anodal IFG tDCS;
 Cathodal IFG tDCS;
 Sham tDCS"
NCT05813717,DRUG,"BMS-986325;
 Placebo",no matches,0,"BMS-986325;
 Placebo"
NCT05826873,BEHAVIORAL,Discharge antibiotic stewardship intervention,no matches,0,Discharge antibiotic stewardship intervention
NCT05827861,BEHAVIORAL,"HeartAge;
 HOPE-CVD Mobile App;
 Genetic Risk Score",['mobile app'],1,"HeartAge;
 HOPE-CVD Mobile App;
 Genetic Risk Score"
NCT05827991,"DEVICE;
 DRUG","1565nm Non-ablative Fractional Laser;
 5% minoxidil external use;
 1565nm Non-ablative Fractional Laser combined with 5% minoxidil",no matches,0,"1565nm Non-ablative Fractional Laser;
 5% minoxidil external use;
 1565nm Non-ablative Fractional Laser combined with 5% minoxidil"
NCT05831800,DEVICE,Wearable bioimpedance sensor,['wearable'],1,Wearable bioimpedance sensor
NCT05833568,DEVICE,"Active Transcranial alternative current stimulation;
 SHAM Transcranial alternative current stimulation",no matches,0,"Active Transcranial alternative current stimulation;
 SHAM Transcranial alternative current stimulation"
NCT05835856,"DEVICE;
 OTHER","Virtual coach with NAO robot;
 Virtual coach with Google Nest Hub (2e generation) group;
 Virtual coach with Gatebox device;
 virtual coach with CelesTE robot;
 booklet",['nest hub'],1,"Virtual coach with NAO robot;
 Virtual coach with Google Nest Hub (2e generation) group;
 Virtual coach with Gatebox device;
 virtual coach with CelesTE robot;
 booklet"
NCT05856955,BEHAVIORAL,"mHealth Coaching Intervention;
 Enhanced Usual Care",['mhealth'],1,"mHealth Coaching Intervention;
 Enhanced Usual Care"
NCT05887401,BEHAVIORAL,"Core;
 Simplified Nutrition Monitoring (Green);
 Behavioral: Simplified Nutrition Monitoring (Red);
 Nutrition Goals (Yes);
 Nutrition Goals (No);
 Supportive Text Messages (Yes);
 Supportive Text Messages (No);
 Lesson Delivery (Once);
 Lesson Delivery (Weekly)",no matches,0,"Core;
 Simplified Nutrition Monitoring (Green);
 Behavioral: Simplified Nutrition Monitoring (Red);
 Nutrition Goals (Yes);
 Nutrition Goals (No);
 Supportive Text Messages (Yes);
 Supportive Text Messages (No);
 Lesson Delivery (Once);
 Lesson Delivery (Weekly)"
NCT05895435,"DEVICE;
 OTHER","radiofrequancy;
 aerobic exercise",no matches,0,"radiofrequancy;
 aerobic exercise"
NCT05897242,"BEHAVIORAL;
 OTHER","Smartphone app;
 Text Message;
 Survey Administration",['smartphone'],1,"Smartphone app;
 Text Message;
 Survey Administration"
NCT05898100,"DEVICE;
 BEHAVIORAL","Virtual Reality Distraction;
 Dental Clinic's Standard Treatment",no matches,0,"Virtual Reality Distraction;
 Dental Clinic's Standard Treatment"
NCT05904743,BIOLOGICAL,"Afrezza;
 insulin degludec;
 Rapid-acting Insulin Analog;
 Basal Insulin",no matches,0,"Afrezza;
 insulin degludec;
 Rapid-acting Insulin Analog;
 Basal Insulin"
NCT05908357,OTHER,"Exergaming;
 Booklet",no matches,0,"Exergaming;
 Booklet"
